MouseMGIID	MarkerSymbol	MarkerName	MouseSymbol	MouseName	MP_ID	MP_Term	AlleleAccID	HomologyClusterID	HumanNCBIorMGIID	HumanSymbol	HumanName
MGI:2159210	Tiparp		Tiparp		MP:0001923		Tiparp<Gt(ROSA)79Sor>	50237078	HGNC:23696	TIPARP	
MGI:2685210	Tm9sf5		Tm9sf5		MP:0001923		Tm9sf5<em1Dzha>	50220963	HGNC:55623	TM9SF5P	
MGI:1921173	Tmco1		Tmco1		MP:0001923		Tmco1<tm1Tsta>	50225425	HGNC:18188	TMCO1	
MGI:2443597	Tmem203		Tmem203		MP:0001923		Tmem203<tm1.1Roml>	50220873	HGNC:28217	TMEM203	
MGI:3779488	Tmem95		Tmem95		MP:0001922		Tmem95<em1Nino>	50237152	HGNC:27898	TMEM95	
MGI:1919003	Tmprss6		Tmprss6		MP:0001923		Tmprss6<m3Btlr>	50237161	HGNC:16517	TMPRSS6	
MGI:1196377	Tnfaip3		Tnfaip3		MP:0001923		Tnfaip3<m1Apb>	50217096	HGNC:11896	TNFAIP3	
MGI:98784	Tnp1		Tnp1		MP:0001922		Tnp1<tm1Mlm>	50237178	HGNC:11951	TNP1	
MGI:2443730	Tnrc6b		Tnrc6b		MP:0001924		Tnrc6b<Gt(IST12075C8)Tigm>	50220296	HGNC:29190	TNRC6B	
MGI:104552	Tns1		Tns1		MP:0001923		Tns1<tm1Efu>	50220347	HGNC:11973	TNS1	
MGI:1333803	Top3b		Top3b		MP:0001923		Top3b<tm1Jcw>	50225924	HGNC:11993	TOP3B	
MGI:2684923	Tppp2		Tppp2		MP:0001922		Tppp2<em1Nju>	50228270	HGNC:19293	TPPP2	
MGI:1298231	Tpst1		Tpst1		MP:0001923		Tpst1<tm1Klm>	50222150	HGNC:12020	TPST1	
MGI:1923760	Trappc9		Trappc9		MP:0001923		Trappc9<em1Xyli>	50237209	HGNC:30832	TRAPPC9	
MGI:2153072	Trim37		Trim37		MP:0001924		Trim37<Gt(RRO307)Byg>	50221309	HGNC:7523	TRIM37	
MGI:1916966	Trip13		Trip13		MP:0001924		Trip13<Gt(CH0621)Wtsi>|Trip13<Gt(RRB047)Byg>	50223343	HGNC:12307	TRIP13	
MGI:109524	Trpc5		Trpc5		MP:0001923		Trpc5<tm1.1Clph>|Trpc5<tm1.2Mfre>	50227834	HGNC:12337	TRPC5	
MGI:1927259	Ephb6/Trpv6		Trpv6		MP:0001922		Ephb6/Trpv6<tm1.1Mfre>	50220039	HGNC:14006	TRPV6	
MGI:98849	Tshr		Tshr		MP:0001922,MP:0001923		Tshr<hyt-3J>	50224310	HGNC:12373	TSHR	
MGI:109263	Tsn		Tsn		MP:0001923		Tsn<Gt(OST63223)Lex>	50223051	HGNC:12379	TSN	
MGI:1919486	Tsnaxip1		Tsnaxip1		MP:0001922		Tsnaxip1<em1Osb>	50228949	HGNC:18586	TSNAXIP1	
MGI:2442458	Tspyl5		Tspyl5		MP:0001922		Tspyl5<em1Yuya>	50228663	HGNC:29367	TSPYL5	
MGI:1918349	Tssk4		Tssk4		MP:0001922		Tssk4<tm1.1Lgyu>	50237366	HGNC:19825	TSSK4	
MGI:1920551	Ttc29		Ttc29		MP:0001922		Ttc29<em1Fzh>	50226501	HGNC:29936	TTC29	
MGI:2684915	Ttc6		Ttc6		MP:0001922		Ttc6<em1Cya>	50232345	HGNC:19739	TTC6	
MGI:2443657	Ttll5		Ttll5		MP:0001922		Ttll5<tm1.1N>	50225732	HGNC:19963	TTLL5	
MGI:2386711	Txnrd3		Txnrd3		MP:0001922		Txnrd3<tm1Vgla>	50218494	HGNC:20667	TXNRD3	
MGI:98881	Tyrp1		Tyrp1		MP:0001922,MP:0001923		Tyrp1<b-1FCHLc>|Tyrp1<b>|Tyrp1<b-3CHLe>	50222888	HGNC:12450	TYRP1	
MGI:1921633	Ubap2l		Ubap2l		MP:0001923		Ubap2l<TgTn(sb-cHS4,Tyr)2326F-3b2Ove>	50225516	HGNC:29877	UBAP2L	
MGI:1914049	Ube2w		Ube2w		MP:0001922		Ube2w<tm1d(EUCOMM)Wtsi>	50222389	HGNC:25616	UBE2W	
MGI:105098	Ube3a		Ube3a		MP:0001922,MP:0001923		Ube3a<tm1Alb>	50223599	HGNC:12496	UBE3A	
MGI:1861099	Ubr2		Ubr2		MP:0001923		Ubr2<tm1Ytkw>	50226429	HGNC:21289	UBR2	
MGI:98911	Upk1a		Upk1a		MP:0001922		Upk1a<em2Mgef>	50220709	HGNC:12577	UPK1A	
MGI:99961	Usf2		Usf2		MP:0001922		Usf2<tm1Msw>	50237407	HGNC:12594	USF2	
MGI:2385198	Usp1		Usp1		MP:0001923		Usp1<tm1.1Ada>	50228779	HGNC:12607	USP1	
MGI:1918722	Usp19		Usp19		MP:0001922		Usp19<Gt(XG128)Byg>	50227496	HGNC:12617	USP19	
MGI:1858178	Usp2		Usp2		MP:0001922		Usp2<tm1.1Ssw>	50231343	HGNC:12618	USP2	
MGI:1933247	Usp26		Usp26		MP:0001922		Usp26<tm1Smoc>	50237414	HGNC:13485	USP26	
MGI:2177651	Vasn		Vasn		MP:0001922		Vasn<tm1Zgl>	50223030	HGNC:18517	VASN	
MGI:103076	Vdr		Vdr		MP:0001922,MP:0001923		Vdr<tm1Ska>	50222561	HGNC:12679	VDR	
MGI:1343180	Vgf		Vgf		MP:0001922,MP:0001923		Vgf<tm1Srjs>	50222133	HGNC:12684	VGF	
MGI:107166	Vipr2		Vipr2		MP:0001922		Vipr2<tm1Hmh>	50224918	HGNC:12695	VIPR2	
MGI:2178798	Vps54		Vps54		MP:0001924		Vps54<wr>	50230615	HGNC:18652	VPS54	
MGI:1920230	Wdr11		Wdr11		MP:0001922		Wdr11<Gt(Ayu21-KBW205)Imeg>	50226401	HGNC:13831	WDR11	
MGI:1914811	Wdr48		Wdr48		MP:0001922,MP:0001923		Wdr48<Gt(CSD197)Byg>|Wdr48<+>	50222307	HGNC:30914	WDR48	
MGI:3027899	Wee2		Wee2		MP:0001923		Wee2<em2Osb>	50223291	HGNC:19684	WEE2	
MGI:1328355	Wfs1		Wfs1		MP:0001922		Wfs1<tm1Koks>	50223796	HGNC:12762	WFS1	
MGI:3044681	Wipf3		Wipf3		MP:0001922		Wipf3<tm1Tta>	50225419	HGNC:22004	WIPF3	
MGI:98956	Wnt3a		Wnt3a		MP:0001923		Wnt3a<vt>	50228553	HGNC:15983	WNT3A	
MGI:98961	Wnt7a		Wnt7a		MP:0001924		Wnt7a<m1Btlr>	50228555	HGNC:12786	WNT7A	
MGI:98968	Wt1		Wt1		MP:0001923		Wt1<tm1Vih>|Wt1<+>	50226036	HGNC:12796	WT1	
MGI:1931237	Wwox		Wwox		MP:0001922		Wwox<Gt(XG218)Byg>	50230686	HGNC:12799	WWOX	
MGI:1917649	Wwtr1		Wwtr1		MP:0001923		Wwtr1<tm1Benj>	50228163	HGNC:24042	WWTR1	
MGI:99135	Xpa		Xpa		MP:0001922		Xpa<tm1Tnka>	50230841	HGNC:12814	XPA	
MGI:2444233	Ythdf2		Ythdf2		MP:0001922		Ythdf2<em2Jhha>	50229307	HGNC:31675	YTHDF2	
MGI:103222	Zbtb16		Zbtb16		MP:0001922		Zbtb16<pnky>	50225073	HGNC:12930	ZBTB16	
MGI:102755	Zbtb7b		Zbtb7b		MP:0001923		Zbtb7b<hd>	50228205	HGNC:18668	ZBTB7B	
MGI:1916023	Zc3hc1		Zc3hc1		MP:0001923		Zc3hc1<tm1.2Jduy>	50230245	HGNC:29913	ZC3HC1	
MGI:1917900	Zcchc8		Zcchc8		MP:0001924		Zcchc8<em1Sgao>	50225796	HGNC:25265	ZCCHC8	
MGI:1344313	Zeb1		Zeb1		MP:0001922,MP:0001924		Zeb1<Tw>|Zeb1<+>	50224089	HGNC:11642	ZEB1	
MGI:99211	Zfx		Zfx		MP:0001923		Zfx<tm1Dcp>	50228864	HGNC:12869	ZFX	
MGI:3696042	Zglp1		Zglp1		MP:0001924		Zglp1<tm1Eem>	50230155	HGNC:37245	ZGLP1	
MGI:1927231	Zmym3		Zmym3		MP:0001922		Zmym3<em1Hncs>	50237559	HGNC:13054	ZMYM3	
MGI:1277969	Zfp143		Zfp143		MP:0001924		Zfp143<Gt(U3Betageo)1Ruiz>	50223863	HGNC:12928	ZNF143	
MGI:1889348	Zfp318		Zfp318		MP:0001922		Zfp318<m1Anu>	50231656	HGNC:13578	ZNF318	
MGI:1277119	Zfp105		Zfp105		MP:0001922		Zfp105<Gt(TEA059)Byg>	50237625	HGNC:13099	ZNF35	
MGI:103073	Zp1		Zp1		MP:0001923		Zp1<tm1Dean>	50222272	HGNC:13187	ZP1	
MGI:1916626	Zpbp2		Zpbp2		MP:0001922		Zpbp2<tm1Zuk>	50237733	HGNC:20678	ZPBP2	
MGI:3040700	Zscan10		Zscan10		MP:0001923		Zscan10<Gt(285B6)1.1Cmhd>	50231901	HGNC:12997	ZSCAN10	
MGI:891990	Gykl1		Gykl1		MP:0001922		Gykl1<em#Juhu>|Gykl1<+>	50232218			
MGI:1351649	Prl3c1		Prl3c1		MP:0001923		Prl3c1<tm1(KOMP)Vlcg>	50238574			
MGI:1925378	Spag11a		Spag11a		MP:0001922		Spag11a<em2Mgef>	50238656			
MGI:108118	Tsx		Tsx		MP:0001923		Tsx<tm1.2Jtl>	50238770			
